,txt,label
34,Iranian Oil Minister Calls Donald Trump's Order To OPEC Insulting,0
35,PM Modi's 'Bail-<i>Gaadi</i>' Dig At Congress On Shashi Tharoor's Day In Court,0
36,Elon Musk Team Working On Escape Pod Design To Save Trapped Thai Children,0
37,"""Not Feasible To Hold Simultaneous Polls"", Says Puducherry CM",0
38,BJP Ally Goa Forward Party Opposes Simultaneous Polls,0
39,"Nuclear Talks With North Korea ""Very Productive"": Mike Pompeo",0
40,"""Gross Misconduct"": Scotland Yard's Indian-Origin Officer Gets Notice",0
41,Thai Boys Ask For Less Homework In First Letters From Flooded Cave,0
42,Vijay Mallya's Properties Can't Be Seized Under Current Order: UK Lawyer,0
43,All Pilgrims Stranded At Kailash Mansarovar Evacuated From Nepal,0
44,16 Injured After 2 Buses Collide Head-On In Jammu And Kashmir's Reasi,0
45,UK Town To Be Amritsar's Twin City In Memory Of Maharaja Duleep Singh,0
46,"Heavy Rain Expected In Mumbai For 5 Days, Life Paralysed In Maharashtra",0
47,1992 Securities Scam: Senior Bank Officials Among 5 Sentenced,0
48,Inside Qatar's Lavish $24 Million Charm Offensive To Win Over The US,0
49,Iran Executes Eight Terrorists Over Deadly ISIS Attacks In Tehran,0
50,Mike Pompeo In Pyongyang To Seek Concrete Nuclear Commitments,0
51,Donald Trump Gifts Elton John's 'Rocket Man' To North Korea's Kim Jong-Un,0
52,"At Mega Jaipur Rally, PM Modi Says ""Vikas Our Only Agenda"": Highlights",0
53,"UK Launches New Visas Open To Indian Scientists, Academics",0
54,"""We Were Shot At"", Says Army After 3 Killed In Firing In Kashmir's Kulgam",0
55,Rahul Gandhi Meets Bhutanese Prime Minister Tshering Tobgay,0
56,"Man Falls On Tracks At Delhi Metro Station, Rescued",0
57,"In Protest Against Nobel Prize Scandal, Intellectuals Seek Alternative",0
58,Body Of Fourth Boy Who Drowned At Mumbai's Juhu Beach Found,0
59,BJP Keen To Continue Governor's Rule In Jammu and Kashmir: Ram Madhav,0
60,"India's 'Forrest Gump' Ran For 13,750 Km, Felicitated At Wagah Border",0
61,Alert Passenger's Tweet Saves 25 Girls From Being Trafficked,0
62,"""Love To Mum, Dad..."": From Boys Trapped In Thai Cave, Letters Of Hope",0
63,"At Least 49 Killed, 48 Missing As Torrential Rain Pounds Japan",0
64,"Over 2,200 Pilgrims Embark On Amarnath Yatra After 2-Day Suspension Ends",0
65,"""Honouring Law"": Jayant Sinha On Row Over Felicitating Lynching Convicts",0
66,"Maldives Snubs India Again, Inks Power Sector Deal With Pakistan",0
67,Governor Seeks Report On Twitter Complaints About Mehbooba Mufti's Party,0
68,100 'Chimneys' Drilled Into Mountain In Bid To Reach Trapped Thai Boys,0
69,"""There Is Limited Time"", Say Rescuers Of Thai Boys Trapped In Cave",0
70,Amul Thapar Not On Donald Trump's Shortlist For US Supreme Court: Report,0
71,54 Deaths Reported In Week-Long Heat Wave In Canada,0
72,"Theresa May Hails ""Breakthrough"" At Brexit Meeting With Her Cabinet",0
73,"""It Did Occur,"" Says Reporter Who Accused Justin Trudeau Of Groping Her",0
74,Proposed Chennai-Salem Highway On Shaky Ground As Protests Rise,0
75,"""To All The Parents..."": Thai Coach's Handwritten Note From Cave",0
76,US Judge Orders List Of Children Separated From Migrant Parents,0
77,Shashi Tharoor Appears In Court In Sunanda Pushkar Death Case,0
78,"US Man Calls Police On Black Woman At Pool, Gets Sacked",0
79,"""BJP Believes Only In <i>Vikas, Vikas</i> And <i>Vikas</i>"": PM Modi In Rajasthan",0
80,Twitter Is Sweeping Out Fake Accounts Like Never Before,0
81,Green Corridor Provided For Organ Transport From Delhi Airport To AIIMS,0
82,"From Chilean Miners To Elon Musk, World Watches Cave Rescue Of Thai Boys",0
83,"Donald Trump Will See Castles And Gardens In Britain, Avoiding Protests",0
84,"Manish Sisodia's ""Aam"" Joke At Delhi Mango Fest",0
85,Southern Syria Rebels Agree To Russia-Brokered Surrender deal,0
86,"Mob Throws Murder Accused, Policeman From Terrace In Nalanda",0
87,Man Arrested In Delhi For Duping Man With Job Promise,0
88,"Emergency Was In Mind While Writing Order, Says Former Top Court Judge",0
89,Police Say Burari Family's Lalit Was Interested In Ghosts And Spirits,0
90,"Not Just Space, ISRO Will Now Help Map Crime In UP",0
91,"Mumbai Man Climbs TV Tower, Asks Police To Call Journalists",0
92,12 Thai Boys Not Ready To Dive Out Of Cave: Authorities,0
93,"At Key JD(U) Meet Today, Nitish Kumar To Strategise Amid Strain With BJP",0
94,5-Judge Constitution Bench Of Supreme Court To Hear Plea On Gay Sex Law,0
95,Space Tech From ISRO To Help UP Police Map Crimes,0
96,"Simultaneous Polls Will Weaken Regional Parties, Says TDP",0
97,Probe Into Baby Sale At Ranchi's Missionaries Of Charity To Widen: Police,0
98,"""Why Not Complying With Order"": High Court Asks West Bengal Government",0
99,Ambala Man Arrested For Raping 17-Year-Old Daughter,0
100,Supreme Court Admits Plea Of Sikh Cyclist Who Alleged Discrimination,0
101,Donald Trump To Avoid London Protests With Tour Of English Country Homes,0
102,"""Status Quo Is Not The Answer"": Sushma Swaraj Tells Delhi Passport Office",0
103,"""You Don't Know Who You're Talking To"": Congress Leader Tells Traffic Cop",0
104,Attorney General Wants Retirement Age Of Judges Increased,0
105,"No Non-BJP Front Possible Before Election Results, Says Sitaram Yechury",0
106,How A Security Personnel Saved Life Of US Passenger At Delhi Airport,0
107,"Gujarat Police Files Complaint Against ""Unknown Ghost' In Suicide Case",0
108,2 Central GST Officials Caught In Rs 43 Crores Fake Invoices Case,0
109,Gujarat Fisherman Who Died In Pakistan Jail In March Cremated Yesterday,0
110,"Justice AK Goel, Who Retires From Top Court, Appointed National Green Tribunal Chairperson",0
111,Mumbai Civic Body Stops Water Supply To Club Over Rs 221-Crore Dues,0
112,"""I'm Cementing Force, Will Keep Bihar Coalition Intact"": Ram Vilas Paswan",0
113,Competition Between BJP And Rupee To See Who Will Fall Lower: Congress,0
114,"Organs Of BJP Youth Leader Who Died To ""Prove Love"" Donated By Family",0
115,"In Jammu And Kashmir, Salaries Of Absentee Government Employees Withheld",0
116,"Ram Madav Disapproves ""Abuses, Death Wishes"" Against Sushma Swaraj",0
117,Woman Sets Herself On Fire; Family Says She Was Possessed By Evil Spirit,0
118,Sons Shoot Man Dead For Allegedly Having Affair With Daughter-In-Law,0
119,"Justice AK Goel, Who Ruled On Dalit Atrocities Law, Retires From Top Court",0
120,"Justice AK Goel, Who Ruled On Dalit Atrocities Law, Retires From Top Court",0
121,Punjab Speaker Rana K P Singh Voluntarily Undergoes Dope Test,0
122,"Dhule Mob Had Threatened To Set Ablaze Cops, Their Vehicle: Officials",0
123,"Heavy Rains Paralyse Nagpur, Schools To Remain Shut Tomorrow",0
124,Minister Jayant Sinha Garlands 8 Men Who Killed Meat Trader In Jharkhand,0
125,What India Can Learn From China To Improve Its Air Quality,0
126,Real Verdict Will Be On Pak Election Day: Maryam Sharif After Conviction,0
127,Will Challenge Panel Recommendation Upholding Rustication: Umar Khalid,0
128,Vijay Mallya Rejects Reports That He Is Selling Force India,0
129,"Woman, 2 Children Allegedly Burnt Alive By In-Laws For Dowry In Lucknow",0
130,"Bihar Teen Raped For Months Allegedly By 18 Including Principal, Teachers",0
131,"""MSP Increase Band-Aid To Massive Hemorrhage"": Rahul Gandhi's Dig At PM",0
132,"As India Battles Monsoon Crisis, Meet Scientists Who Are Making It Rain",0
133,"""Try To Run House Like A Mother,"" Says Lok Sabha Speaker Sumitra Mahajan",0
134,2 Retired Bank Of India Officers Arrested In Alleged Rs 2654-Crore Fraud,0
135,7 Suspected Al-Qaeda Fighters Killed In Yemen Drone Strike,0
136,22 Kids Shifted From Shelter Home Run By Mother Teresa Charity,0
137,American Tourist Molested By Yoga Teacher In Rishikesh,0
138,"At Slain Policeman's Funeral In Jammu And Kashmir, Scores Pay Homage",0
139,Oil Price Spike Or Ignore Donald Trump: China And India's Big Decision,0
140,"IndiGo Grounds Another A320 Neo Aircraft After ""Minor Snag"" In Engine",0
141,UN View On The European Migrant Crisis? There Isn't One,0
142,"6-Year-Old Kidnapped While Sleeping, Raped By Rickshaw Puller In UP",0
143,"PM Modi's Message To ""Hotel Motel Patel <i>Wallahs</i>"" In US Via Video Link",0
144,"Policeman, On Leave, Kidnapped And Killed By Terrorists In Kashmir",0
145,"""I'm 68 But I Am Fit Because..."": Venkaiah Naidu Reveals Health Secret",0
146,China Blames US For 'Largest-Scale Trade War' As Tariffs Kick In,0
147,US Job Growth Strong But Unemployment Rate Rises To 4 Per Cent,0
148,US Seeks Court Guidance On Deadlines To Reunite Migrant Families,0
149,Meghalaya Chief Minister Rubbishes Reports Of PDF Pulling Out Of Alliance,0
150,Yogi Adityanath Bans Plastic Bags In Uttar Pradesh From July 15,0
151,Agartala-Deoghar Express Flagged Off To Ease Journey Of Devotees,0
152,Woman <i>'Tantrik'</i> Geeta Maa Questioned In Delhi's Burari Deaths,0
153,Nuclear Deal Talks Set To Drag On As Iran Seeks More From World Powers,0
154,"Islam Will Collapse If Prayer In Mosque Not Recognised, Top Court Told",0
155,Suspected Nigerian Drug Peddler Shoots Self Accidentally In Police Raid,0
156,Telangana Allots 200 Acres Land To Women Entrepreneurs,0
157,"To Buy Liquor, Madhya Pradesh Man Kills Daughter, Shoots At Wife",0
158,"The Rise And Fall Of Nawaz Sharif, Pakistan's Three-Time Leader: Timeline",0
159,"""Russia Will Defend Its Interests In Trade War,"" Says Kremlin",0
160,"""Get Rahul Married To Brahmin Girl If He Wants To Be PM"": TDP Lawmaker",0
161,7 Maoists Surrender In Chhattisgarh's Sukma,0
162,"Indian Family In UAE Without Passports, Visa, Say ""Living Like Prisoners""",0
163,"Pigs, Paws And Pistachios: These US Goods Face Tariffs In China",0
164,"1,225 Stranded Kailash Mansarovar Pilgrims rescued from Nepal's Simikot",0
165,"1,225 Stranded Kailash Mansarovar Pilgrims rescued from Nepal's Simikot",0
166,"Nagpur Paralysed Due To Heavy Rain, Assembly Building Flooded",0
167,"""Returning To Pakistan"": Nawaz Sharif After Being Sentenced To 10 Years' Jail For Corruption",0
168,"Go ship, Go! China Roots For Last US Soybean Cargo To Land Before Tariffs",0
169,Police Access Call Details Of Delhi Family Found Hanging,0
170,A Syrian Girl Used Tin Cans For Legs. Now She Is Taking Her First Steps,0
171,"After A Passenger's Tweet, 26 Minor Girls Rescued From Train In UP",0
172,UK Police Hunt Object That Poisoned Couple With Nerve Agent,0
173,"Hindu Woman Contests Election In Pakistan, Creates History",0
174,Indian-Origin Woman Jailed Upto 3 Years For Role In US Navy Corruption,0
175,"Telangana Officer's House Raided, Assets Worth Rs 10 Crore Seized: Police",0
176,"UK Nurse, Who Was Arrested For Murdering Eight Babies, Released On Bail",0
177,Indian-Origin Woman Singapore Jailed For Role In US Navy Corruption Cases,0
178,"Christians Are <i>""Angrez""</i>, Didn't Help In Freedom Struggle: BJP Lawmaker",0
179,Allahabad High Court Reproaches Police On Lucknow University Vandalism,0
180,Legalising Gambling In Sports Will Create Lots Of Problems: CPI Leader,0
181,Case Registered Against Cop For Posting Objectionable Message On WhatsApp,0
182,China's First Home Built Aircraft Carrier To Embark On Second Sea Trial,0
183,Telangana Lawmaker Accused Of Sexual Harassment In Complaint Sent To PM,0
184,"Thai Boys Trapped In Cave Get Wishes, World Cup Invite From FIFA Boss",0
